State Code,County Code,Site Number,Address,State,County,City,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Date,Year,Month
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,Parts per billion,4.633333,9.6,23,8,Parts per million,0.025792,0.031,5,29,Parts per billion,1.7375,6.2,14,9.0,Parts per million,0.270833,0.6,0,7.0,2016-01-17,2016,1
9,3,1003,Remington Road (see coordinates),Connecticut,Hartford,East Hartford,Parts per billion,4.521739,12.0,5,11,Parts per million,0.034542,0.047,11,40,Parts per billion,0.130435,1.0,18,1.0,Parts per million,0.254167,0.3,0,3.0,2007-08-09,2007,8
6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,Parts per billion,11.565217,21.0,16,20,Parts per million,0.026042,0.031,9,26,Parts per billion,1.136364,6.0,14,9.0,Parts per million,0.433333,0.5,9,6.0,2003-10-03,2003,10
6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,Parts per billion,7.0,12.0,23,11,Parts per million,0.03375,0.042,9,36,Parts per billion,2.0,2.0,0,3.0,Parts per million,0.445833,0.5,6,6.0,2009-07-03,2009,7
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,Parts per billion,13.583333,25.0,6,24,Parts per million,0.011583,0.015,10,13,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.3,0.3,22,3.0,2006-10-31,2006,10
6,1,10,6701 INTERNATIONAL BLVD,California,Alameda,Oakland,Parts per billion,20.086957,40.0,19,38,Parts per million,0.023042,0.038,22,32,Parts per billion,2.304348,5.0,22,7.0,Parts per million,1.445833,2.4,8,27.0,2003-02-04,2003,2
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,Parts per billion,30.304348,43.0,22,41,Parts per million,0.021125,0.041,11,35,Parts per billion,1.869565,4.0,5,6.0,Parts per million,0.479167,0.6,8,7.0,2004-10-01,2004,10
42,49,3,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie,Parts per billion,4.833333,25.0,20,24,Parts per million,0.040792,0.05,11,42,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.008333,0.1,22,1.0,2012-04-24,2012,4
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,24.652381,37.4,9,35,Parts per million,0.008286,0.019,10,18,Parts per billion,0.142857,0.9,9,0.0,Parts per million,0.704762,1.1,9,13.0,2014-12-08,2014,12
8,31,2,2105 BROADWAY,Colorado,Denver,Denver,Parts per billion,28.73913,44.0,8,42,Parts per million,0.033667,0.054,10,46,Parts per billion,1.521739,18.0,8,26.0,Parts per million,0.4375,0.7,9,8.0,2005-07-23,2005,7
6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,Parts per billion,35.454545,44.0,7,42,Parts per million,0.006833,0.017,9,14,Parts per billion,1.818182,4.0,4,6.0,Parts per million,1.383333,1.7,0,19.0,2004-12-23,2004,12
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,Parts per billion,15.2125,20.5,0,19,Parts per million,0.007833,0.014,10,12,Parts per billion,0.845833,3.2,3,4.0,Parts per million,0.2375,0.3,9,3.0,2011-12-22,2011,12
9,9,27,1JAMES STREET,Connecticut,New Haven,New Haven,Parts per billion,4.166667,14.0,5,13,Parts per million,0.037917,0.041,8,35,Parts per billion,0.683333,2.2,5,3.0,Parts per million,0.2,0.2,0,2.0,2009-03-23,2009,3
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,Parts per billion,0.826087,1.0,0,1,Parts per million,0.041,0.046,11,39,Parts per billion,0.043478,1.0,2,1.0,Parts per million,0.229167,0.3,0,3.0,2011-05-08,2011,5
51,650,8,"Adjacent to Building 1196, Wythe Landing Loop, NASA-Langley Research Center",Virginia,Hampton City,Hampton,Parts per billion,4.345833,16.0,20,15,Parts per million,0.037458,0.052,10,44,Parts per billion,-0.254167,0.8,19,0.0,Parts per million,0.2625,0.3,0,3.0,2011-06-25,2011,6
6,13,10,1098 POMONA STREET,California,Contra Costa,Crockett,Parts per billion,6.333333,14.0,18,13,Parts per million,0.014217,0.022,1,19,Parts per billion,4.047619,5.0,3,7.0,Parts per million,0.166667,0.2,0,2.0,2002-01-02,2002,1
51,59,5001,LEWINSVILLE 1437 BALLS HILL RD,Virginia,Fairfax,McLean,Parts per billion,13.791667,33.0,17,31,Parts per million,0.01925,0.023,0,19,Parts per billion,2.625,6.0,1,9.0,Parts per million,0.241667,0.4,0,5.0,2009-01-02,2009,1
23,5,29,"356 State Street, Portland,  Maine",Maine,Cumberland,Portland,Parts per billion,5.466667,14.9,4,13,Parts per million,0.032958,0.039,12,33,Parts per billion,0.675,0.8,0,0.0,Parts per million,0.391667,0.5,0,6.0,2012-06-30,2012,6
24,5,3001,600 Dorsey Avenue,Maryland,Baltimore,Essex,Parts per billion,6.816667,13.3,6,12,Parts per million,0.034833,0.056,12,54,Parts per billion,0.9375,4.7,14,6.0,Parts per million,0.133333,0.2,12,2.0,2013-07-26,2013,7
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,17.391304,37.0,6,35,Parts per million,0.029,0.06,11,51,Parts per billion,5.130435,7.0,5,10.0,Parts per million,0.708333,1.1,7,13.0,2004-05-08,2004,5
6,37,5005,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,Parts per billion,5.652174,12.0,7,11,Parts per million,0.039583,0.056,10,47,Parts per billion,1.956522,3.0,7,4.0,Parts per million,0.154167,0.2,5,2.0,2007-07-22,2007,7
40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,Parts per billion,5.26087,16.0,20,15,Parts per million,0.026833,0.059,11,50,Parts per billion,1.478261,12.0,13,17.0,Parts per million,0.141667,0.3,0,3.0,2007-07-15,2007,7
23,5,29,"356 State Street, Portland,  Maine",Maine,Cumberland,Portland,Parts per billion,14.704167,38.1,5,36,Parts per million,0.0325,0.045,10,42,Parts per billion,2.420833,5.1,9,7.0,Parts per million,0.433333,0.6,5,7.0,2015-03-25,2015,3
44,7,1010,"FRANCIS SCHOOL, 64 BOURNE AVE",Rhode Island,Providence,East Providence,Parts per billion,5.129167,9.2,0,8,Parts per million,0.032917,0.044,11,41,Parts per billion,0.179167,0.4,16,0.0,Parts per million,0.2,0.2,0,2.0,2015-10-11,2015,10
48,453,14,3724 North Hills Dr,Texas,Travis,Austin,Parts per billion,9.604545,23.1,22,22,Parts per million,0.018583,0.033,12,31,Parts per billion,0.6125,2.6,15,3.0,Parts per million,0.204167,0.3,0,3.0,2014-02-09,2014,2
29,510,85,"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",Missouri,St. Louis City,St. Louis,Parts per billion,8.015,11.5,17,10,Parts per million,0.022833,0.029,22,27,Parts per billion,0.709091,2.4,0,3.0,Parts per million,0.2,0.2,0,2.0,2015-01-06,2015,1
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,Parts per billion,5.370833,13.5,3,12,Parts per million,0.024875,0.038,20,32,Parts per billion,0.090909,1.1,0,1.0,Parts per million,0.2,0.2,0,2.0,2011-03-23,2011,3
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,Parts per billion,12.0875,33.2,23,31,Parts per million,0.021,0.034,9,31,Parts per billion,1.5875,5.7,9,7.0,Parts per million,0.233333,0.4,23,5.0,2014-11-19,2014,11
49,35,3006,"1675 SOUTH 600 EAST, SALT LAKE CITY",Utah,Salt Lake,Salt Lake City,Parts per billion,13.041667,27.0,18,25,Parts per million,0.036542,0.056,10,47,Parts per billion,0.408333,0.8,20,0.0,Parts per million,0.254167,0.3,0,3.0,2012-09-09,2012,9
36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,Parts per billion,9.916667,24.0,18,23,Parts per million,0.01075,0.015,0,13,Parts per billion,2.375,9.0,21,13.0,Parts per million,0.604167,0.7,0,8.0,2004-09-09,2004,9
51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,Parts per billion,13.380952,29.0,5,27,Parts per million,0.036611,0.045,11,38,Parts per billion,0.095238,1.0,14,1.0,Parts per million,0.033333,0.1,7,1.0,2010-04-14,2010,4
36,5,133,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,Parts per billion,22.108333,41.2,6,39,Parts per million,0.041083,0.07,12,84,Parts per billion,2.408333,5.6,6,7.0,Parts per million,0.45,0.5,10,6.0,2012-07-26,2012,7
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,Parts per billion,27.25,48.0,21,45,Parts per million,0.019208,0.044,10,41,Parts per billion,1.041667,5.0,8,7.0,Parts per million,0.566667,0.8,9,9.0,2014-02-20,2014,2
56,13,6001,"90 GAS HILL ROAD, RIVERTON, WY",Wyoming,Fremont,Riverton,Parts per billion,2.45,14.0,5,13,Parts per million,0.047941,0.059,8,64,Parts per billion,0.9,1.0,4,1.0,Parts per million,0.0,0.0,0,0.0,2014-08-21,2014,8
6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,Parts per billion,12.869565,48.0,21,45,Parts per million,0.035958,0.055,10,47,Parts per billion,0.173913,1.0,20,1.0,Parts per million,0.575,1.3,23,15.0,2011-04-10,2011,4
80,2,4,"3 BLKS E BLVD BENITO JUAREZ, ROSARITO",Country Of Mexico,BAJA CALIFORNIA NORTE,Rosarito,Parts per billion,25.043478,42.0,19,40,Parts per million,0.021167,0.04,9,34,Parts per billion,0.565217,1.0,0,1.0,Parts per million,0.783333,1.2,0,14.0,2007-03-30,2007,3
42,133,8,HILL ST.,Pennsylvania,York,York,Parts per billion,6.791667,11.0,6,10,Parts per million,0.02875,0.045,13,38,Parts per billion,1.291667,3.0,16,4.0,Parts per million,0.120833,0.3,18,3.0,2010-08-16,2010,8
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,Parts per billion,10.909091,17.0,13,16,Parts per million,0.013292,0.018,1,15,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.279167,0.4,0,5.0,2001-12-16,2001,12
51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,Parts per billion,11.545455,29.0,23,27,Parts per million,0.024111,0.033,9,28,Parts per billion,1.772727,4.0,9,6.0,Parts per million,0.0,0.0,0,0.0,2010-04-28,2010,4
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,Parts per billion,5.541667,11.0,0,10,Parts per million,0.034167,0.042,0,36,Parts per billion,9.791667,18.0,4,26.0,Parts per million,0.3375,0.7,0,8.0,2002-06-02,2002,6
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,Parts per billion,14.15,26.6,0,25,Parts per million,0.026042,0.043,10,36,Parts per billion,0.86087,3.6,12,4.0,Parts per million,0.575,0.8,0,9.0,2011-10-11,2011,10
6,1,11,1100 21st Street,California,Alameda,Oakland,Parts per billion,17.5,40.0,19,38,Parts per million,0.02125,0.03,10,25,Parts per billion,2.259091,8.4,0,11.0,Parts per million,0.004167,0.1,23,1.0,2011-04-05,2011,4
6,71,2002,"14360 ARROW BLVD., FONTANA",California,San Bernardino,Fontana,Parts per billion,23.913043,36.0,8,34,Parts per million,0.021167,0.045,10,38,Parts per billion,0.409091,1.0,5,1.0,Parts per million,0.354167,0.5,7,6.0,2009-05-21,2009,5
48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,Parts per billion,10.875,30.0,4,28,Parts per million,0.023042,0.047,10,40,Parts per billion,2.375,11.0,4,16.0,Parts per million,0.191667,0.4,7,5.0,2006-07-20,2006,7
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,Parts per billion,5.4375,12.5,7,11,Parts per million,0.016208,0.022,0,19,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0,2007-08-20,2007,8
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,Parts per billion,38.521739,46.0,14,43,Parts per million,0.004333,0.009,10,8,Parts per billion,5.26087,7.0,5,10.0,Parts per million,2.495833,3.1,0,35.0,2001-12-18,2001,12
51,59,5001,LEWINSVILLE 1437 BALLS HILL RD,Virginia,Fairfax,McLean,Parts per billion,4.875,10.0,2,9,Parts per million,0.0385,0.049,12,42,Parts per billion,6.125,11.0,22,16.0,Parts per million,0.4125,0.5,0,6.0,2008-04-29,2008,4
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,Parts per billion,9.041667,15.0,5,14,Parts per million,0.0265,0.035,11,30,Parts per billion,0.916667,3.0,0,4.0,Parts per million,0.079167,0.1,0,1.0,2007-07-19,2007,7
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,Parts per billion,10.541667,27.0,22,25,Parts per million,0.038042,0.057,8,48,Parts per billion,0.520833,1.9,9,1.0,Parts per million,0.166667,0.2,0,2.0,2009-06-22,2009,6
11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,Parts per billion,13.090476,31.8,6,29,Parts per million,0.0405,0.054,9,50,Parts per billion,0.478261,1.8,0,1.0,Parts per million,0.258333,0.3,0,3.0,2015-05-04,2015,5
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,Parts per billion,18.441667,28.0,6,26,Parts per million,0.022458,0.037,10,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.283333,0.4,9,5.0,2009-09-16,2009,9
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,Parts per billion,23.708333,38.0,17,36,Parts per million,0.013417,0.023,9,19,Parts per billion,12.625,25.0,4,36.0,Parts per million,0.145833,0.3,8,3.0,2001-12-28,2001,12
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,Parts per billion,12.125,25.0,1,24,Parts per million,0.038167,0.061,10,54,Parts per billion,1.416667,5.0,10,7.0,Parts per million,0.395833,0.6,0,7.0,2003-06-08,2003,6
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,Parts per billion,23.958333,31.0,5,29,Parts per million,0.010667,0.016,14,14,Parts per billion,4.166667,21.0,14,30.0,Parts per million,0.220833,0.3,13,3.0,2007-02-16,2007,2
6,85,2009,22601 Voss Ave,California,Santa Clara,Cupertino,Parts per billion,3.643478,10.0,6,9,Parts per million,0.021542,0.03,10,25,Parts per billion,1.127273,1.3,8,1.0,Parts per million,0.4,0.4,0,5.0,2013-09-05,2013,9
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,Parts per billion,4.43913,11.7,6,10,Parts per million,0.021042,0.033,8,31,Parts per billion,0.090909,0.4,12,0.0,Parts per million,0.175,0.3,0,3.0,2014-10-03,2014,10
42,73,15,CROTON ST & JEFFERSON ST.,Pennsylvania,Lawrence,New Castle,Parts per billion,8.0,13.0,20,12,Parts per million,0.010667,0.022,12,19,Parts per billion,2.25,3.0,7,4.0,Parts per million,0.658333,0.7,0,8.0,2004-06-11,2004,6
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,Parts per billion,22.409091,50.0,1,47,Parts per million,0.034083,0.054,15,46,Parts per billion,1.666667,3.0,1,4.0,Parts per million,0.316667,0.6,5,7.0,2003-04-29,2003,4
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,Parts per billion,17.041667,48.0,20,45,Parts per million,0.023375,0.042,10,39,Parts per billion,0.291667,2.0,20,3.0,Parts per million,0.325,0.7,22,8.0,2015-02-12,2015,2
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,Parts per billion,35.958333,60.0,0,57,Parts per million,0.012417,0.03,21,25,Parts per billion,7.083333,11.0,12,16.0,Parts per million,0.679167,1.0,0,11.0,2010-01-06,2010,1
21,111,51,"7201 WATSON LN, WATSON LN ELEMENTARY SCH",Kentucky,Jefferson,Louisville,Parts per billion,15.833333,31.0,20,29,Parts per million,0.024,0.05,10,42,Parts per billion,4.458333,16.0,11,23.0,Parts per million,0.583333,0.8,22,9.0,2000-10-03,2000,10
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,Parts per billion,11.416667,16.0,4,15,Parts per million,0.049042,0.068,12,77,Parts per billion,0.083333,2.0,9,3.0,Parts per million,0.25,0.3,12,3.0,2006-07-26,2006,7
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,Parts per billion,8.333333,14.0,20,13,Parts per million,0.018167,0.035,10,30,Parts per billion,1.541667,4.0,1,6.0,Parts per million,0.325,0.4,7,5.0,2005-08-18,2005,8
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,Parts per billion,11.583333,23.0,17,22,Parts per million,0.011792,0.023,8,19,Parts per billion,3.375,7.0,21,10.0,Parts per million,0.141667,0.4,21,5.0,2009-11-04,2009,11
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,Parts per billion,4.458333,7.0,7,7,Parts per million,0.027833,0.036,8,31,Parts per billion,1.291667,2.0,0,3.0,Parts per million,0.3,0.3,0,3.0,2010-03-17,2010,3
32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,Parts per billion,16.808333,41.5,19,39,Parts per million,0.028042,0.045,9,42,Parts per billion,0.420833,1.0,17,1.0,Parts per million,0.216667,0.3,20,3.0,2013-09-19,2013,9
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,6.869565,15.0,9,14,Parts per million,0.043208,0.057,10,48,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2625,0.3,8,3.0,2003-07-25,2003,7
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,Parts per billion,16.695652,49.0,8,46,Parts per million,0.041375,0.061,10,54,Parts per billion,2.066667,3.7,9,4.0,Parts per million,0.3875,0.5,9,6.0,2010-03-08,2010,3
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,Parts per billion,1.130435,3.0,4,3,Parts per million,0.030917,0.034,10,29,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0,2007-01-03,2007,1
6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,Parts per billion,23.826087,38.0,19,36,Parts per million,0.016208,0.031,9,26,Parts per billion,2.086957,4.0,12,6.0,Parts per million,0.745833,1.1,22,13.0,2008-12-05,2008,12
37,67,22,1300 BLK. HATTIE AVENUE,North Carolina,Forsyth,Winston-Salem,Parts per billion,13.916667,34.0,21,32,Parts per million,0.041875,0.076,12,101,Parts per billion,4.583333,11.0,23,16.0,Parts per million,0.516667,0.6,11,7.0,2001-05-18,2001,5
51,87,14,2401 HARTMAN STREET  MATH & SCIENCE CTR,Virginia,Henrico,East Highland Park,Parts per billion,6.075,21.3,20,20,Parts per million,0.026125,0.033,7,31,Parts per billion,0.695833,2.0,15,3.0,Parts per million,0.2,0.2,0,2.0,2013-05-23,2013,5
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,Parts per billion,7.181818,11.0,18,10,Parts per million,0.015778,0.018,0,15,Parts per billion,4.173913,10.0,9,14.0,Parts per million,0.0,0.0,0,0.0,2006-10-24,2006,10
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,Parts per billion,21.375,34.0,7,32,Parts per million,0.017333,0.029,23,25,Parts per billion,10.458333,25.0,18,36.0,Parts per million,0.1375,0.3,21,3.0,2010-12-22,2010,12
42,71,7,ABRAHAM LINCOLN JR HIGH GROFFTOWN RD,Pennsylvania,Lancaster,Lancaster,Parts per billion,8.772727,29.0,20,27,Parts per million,0.042958,0.052,9,44,Parts per billion,3.909091,14.0,0,20.0,Parts per million,0.254167,0.3,11,3.0,2004-04-20,2004,4
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,Parts per billion,16.791667,36.0,23,34,Parts per million,0.036708,0.069,11,80,Parts per billion,5.166667,17.0,16,24.0,Parts per million,0.654167,0.7,0,8.0,2003-08-05,2003,8
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,Parts per billion,6.269565,15.1,6,14,Parts per million,0.029375,0.047,8,44,Parts per billion,0.425,0.7,6,0.0,Parts per million,0.566667,0.6,0,7.0,2015-08-04,2015,8
32,3,601,1005 INDUSTRIAL ROAD,Nevada,Clark,Boulder City,Parts per billion,7.583333,27.0,7,25,Parts per million,0.049875,0.065,11,67,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0,2002-08-09,2002,8
11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,Parts per billion,7.816667,24.6,22,23,Parts per million,0.039292,0.062,11,74,Parts per billion,0.46087,1.6,7,1.0,Parts per million,0.208333,0.3,22,3.0,2013-07-16,2013,7
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,37.173913,59.0,16,56,Parts per million,0.00875,0.02,8,17,Parts per billion,1.521739,4.0,20,6.0,Parts per million,0.925,2.5,23,28.0,2005-11-18,2005,11
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,6.652174,14.2,6,13,Parts per million,0.026625,0.034,10,31,Parts per billion,0.45,2.1,12,3.0,Parts per million,0.275,0.3,0,3.0,2013-04-12,2013,4
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,5.409524,11.2,7,10,Parts per million,0.036286,0.047,10,44,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.152381,0.3,10,3.0,2014-10-13,2014,10
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,Parts per billion,35.083333,47.0,0,44,Parts per million,0.00775,0.018,9,15,Parts per billion,4.916667,18.0,21,26.0,Parts per million,0.608333,0.8,0,9.0,2002-02-03,2002,2
48,309,1037,4472 Mazanec Rd,Texas,McLennan,Waco,Parts per billion,0.827273,2.7,8,2,Parts per million,0.035667,0.039,8,33,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.1,0.1,0,1.0,2011-11-06,2011,11
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,Parts per billion,7.956522,13.0,5,12,Parts per million,0.025417,0.037,10,31,Parts per billion,0.590909,2.0,5,3.0,Parts per million,0.308333,0.4,0,5.0,2001-09-25,2001,9
23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,Parts per billion,1.659091,5.2,20,5,Parts per million,0.019458,0.024,11,20,Parts per billion,0.172727,0.8,9,0.0,Parts per million,0.1375,0.2,15,2.0,2007-07-10,2007,7
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,Parts per billion,6.966667,9.6,17,8,Parts per million,0.028583,0.032,21,30,Parts per billion,0.7375,0.9,12,0.0,Parts per million,0.208333,0.3,0,3.0,2014-12-14,2014,12
6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,Parts per billion,5.521739,9.0,5,8,Parts per million,0.015333,0.02,9,17,Parts per billion,3.409091,11.0,18,16.0,Parts per million,0.270833,0.3,7,3.0,2006-06-02,2006,6
12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,Parts per billion,8.625,15.0,7,14,Parts per million,0.025417,0.038,11,32,Parts per billion,1.625,4.0,2,6.0,Parts per million,0.275,0.4,0,5.0,2007-01-26,2007,1
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,Parts per billion,9.583333,17.0,21,16,Parts per million,0.034167,0.043,0,36,Parts per billion,3.75,8.0,8,11.0,Parts per million,0.316667,0.4,0,5.0,2007-04-23,2007,4
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,Parts per billion,33.875,58.0,19,55,Parts per million,0.017167,0.044,10,37,Parts per billion,1.708333,4.0,20,6.0,Parts per million,0.591667,1.2,1,14.0,2012-10-30,2012,10
48,29,55,802 Pecan Valley Drive,Texas,Bexar,San Antonio,Parts per billion,9.166667,22.0,20,21,Parts per million,0.023167,0.052,11,44,Parts per billion,1.458333,2.0,2,3.0,Parts per million,0.358333,0.5,22,6.0,2010-05-27,2010,5
42,49,3,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie,Parts per billion,6.291667,13.0,7,12,Parts per million,0.038167,0.052,12,44,Parts per billion,7.625,10.0,3,14.0,Parts per million,0.1,0.3,21,3.0,2005-06-15,2005,6
4,19,1028,400 W RIVER ROAD,Arizona,Pima,Tucson,Parts per billion,6.8375,11.8,22,10,Parts per million,0.018792,0.031,0,26,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.15,0.2,12,2.0,2013-11-23,2013,11
21,111,51,"7201 WATSON LN, WATSON LN ELEMENTARY SCH",Kentucky,Jefferson,Louisville,Parts per billion,12.25,26.0,22,25,Parts per million,0.034833,0.059,13,50,Parts per billion,0.708333,2.0,1,3.0,Parts per million,0.4125,0.5,0,6.0,2001-08-18,2001,8
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,Parts per billion,11.091304,38.6,19,36,Parts per million,0.022375,0.038,9,35,Parts per billion,0.563636,1.6,21,1.0,Parts per million,0.216667,0.7,23,8.0,2013-10-04,2013,10
22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,Parts per billion,7.404167,15.7,6,14,Parts per million,0.016375,0.029,10,27,Parts per billion,0.117391,0.2,2,0.0,Parts per million,0.145833,0.2,0,2.0,2014-06-06,2014,6
32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,Parts per billion,5.854167,11.0,23,10,Parts per million,0.040208,0.054,8,46,Parts per billion,0.458333,0.5,2,0.0,Parts per million,0.175,0.2,0,2.0,2012-08-19,2012,8
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,Parts per billion,2.217391,4.0,18,4,Parts per million,0.038042,0.043,9,36,Parts per billion,0.043478,1.0,20,1.0,Parts per million,0.229167,0.3,14,3.0,2011-11-16,2011,11
37,67,22,1300 BLK. HATTIE AVENUE,North Carolina,Forsyth,Winston-Salem,Parts per billion,12.666667,28.0,6,26,Parts per million,0.02825,0.043,9,36,Parts per billion,0.75,5.0,9,7.0,Parts per million,0.408333,0.5,0,6.0,2000-09-15,2000,9
6,37,4006,"2425 Webster St., Long Beach, CA",California,Los Angeles,Long Beach,Parts per billion,10.409091,19.8,11,18,Parts per million,0.032167,0.037,9,31,Parts per billion,0.904545,6.1,11,9.0,Parts per million,0.1,0.1,0,1.0,2010-08-07,2010,8
